OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:04,,,,00:00,00:00 - 00:04,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:04,00:04 - 00:05,I think google yes.,en,SPEAKER_01,00:04,00:04 - 00:05,"Are you using google, yes",en,Speaker 3 Parent,No difference,00:00:00,1,TRUE,FALSE,TRUE
00:05,00:05 - 00:07,"The child's confused, yes.",en,SPEAKER_01,00:05,00:05 - 00:07,"Your child's confused, yes.",en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:07,00:07 - 00:10,,,,00:07,00:07 - 00:10,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:10,00:10 - 00:11,I encourage him to guess.,en,SPEAKER_01,00:10,00:10 - 00:13,I encourage him to guess.,en,Speaker 1 System,No difference,00:00:02,0,FALSE,FALSE,TRUE
00:11,00:11 - 00:15,,,,00:13,00:13 - 00:15,No,en,Speaker 3 Parent,00:02,00:00:02,1,TRUE,TRUE,TRUE
00:15,00:15 - 00:19,"Just check the second, i mean the one three from the bottom.",en,SPEAKER_02,00:15,00:15 - 00:19,"Just check the second, i mean the one three from the bottom.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:19,00:19 - 00:20,"Yeah, perfect.",en,SPEAKER_02,00:19,00:19 - 00:20,"Yeah, perfect.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:20,00:20 - 00:21,,,,00:20,00:20 - 00:21,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:21,00:21 - 00:22,I encourage them to know.,en,SPEAKER_01,00:21,00:21 - 00:22,"I encourage them to, no",en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:22,00:22 - 00:25,"Right? and i'm not supposed to do anything, right?",en,SPEAKER_01,00:22,00:22 - 00:25,"Right? and i'm not supposed to do anything, right?",en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:25,00:25 - 00:26,"That's correct, yes.",en,SPEAKER_02,00:25,00:25 - 00:28,"That's correct, yes.",en,Speaker 4 Experimenter,No difference,00:00:02,0,FALSE,FALSE,TRUE
00:26,00:26 - 00:27,,,,00:28,00:28 - 00:27,so,en,Speaker 3 Parent,00:02,00:00:00,1,TRUE,TRUE,TRUE
00:27,00:27 - 00:32,"Right, you can choose which do you want to start with the english game or the chinese game?",en,SPEAKER_02,00:27,00:27 - 00:32,"Right, you can choose which do you want to start with the english game or the chinese game?",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:32,00:32 - 00:33,,,,00:32,00:32 - 00:33,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:33,00:33 - 00:36,"Should i, are we gonna do both or are we gonna just pick one?",en,SPEAKER_01,00:33,00:33 - 00:36,"Should i, are we gonna do both or are we gonna just pick one?",en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:36,00:36 - 00:40,We're going to do both. so you can choose whichever one you want to start with.,en,SPEAKER_02,00:36,00:36 - 00:40,We're going to do both. so you can choose whichever one you want to start with.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:40,00:40 - 00:41,,,,00:40,00:40 - 00:41,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:41,00:41 - 00:42,英文的还是中文的,zh,SPEAKER_01,00:41,00:41 - 00:43,英文的还是中文的,zh,Speaker 3 Parent,No difference,00:00:01,0,FALSE,FALSE,TRUE
00:42,00:42 - 00:44,,,,00:43,00:43 - 00:43,中文的,zh,Speaker 2 Child,00:01,00:00:02,3,TRUE,TRUE,TRUE
00:44,00:44 - 00:44,Okay.,en,SPEAKER_01,00:43,00:43 - 00:49,Okay.,en,Speaker 3 Parent,00:01,00:00:06,0,FALSE,FALSE,TRUE
00:44,00:44 - 00:52,,,,00:49,00:49 - 00:52,okay,en,Speaker 3 Parent,00:05,00:00:05,1,TRUE,TRUE,TRUE
00:52,00:52 - 00:52,To meco lab.,en,SPEAKER_02,00:52,00:52 - 00:52,Welcome to meccolab ,en,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:52,00:52 - 00:54,,,,00:52,00:52 - 00:54,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:54,00:54 - 00:55,Before starting the test.,en,SPEAKER_02,00:54,00:54 - 00:55,Before starting the test.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:55,00:55 - 00:59,You will need a computer or tablet that is connected to that.,en,SPEAKER_02,00:55,00:55 - 00:59,You will need a computer or tablet that is connected to that.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:59,00:59 - 00:58,You can just scroll down.,en,SPEAKER_02,00:59,00:59 - 00:58,You can just scroll down.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:58,00:58 - 00:59,Connected to that.,en,SPEAKER_00,00:58,00:58 - 00:59,,,,No difference,00:00:00,3,TRUE,FALSE,FALSE
00:59,00:59 - 01:01,,,,00:59,00:59 - 01:01,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:01,01:01 - 01:04,And try to be attentive and without pause that and then,en,SPEAKER_02,01:01,01:01 - 01:04,"speaker 1: And try to be attentive and without 
speaker 4: pause that and then",en,Speaker 5 Multiple Speakers,No difference,00:00:00,2,TRUE,FALSE,TRUE
01:04,01:04 - 01:06,,,,01:04,01:04 - 01:06,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:06,01:06 - 01:08,Restart it should have taken you to the game. i'm sorry about that,en,SPEAKER_02,01:06,01:06 - 01:08,Restart it should have taken you to the game. i'm sorry about that,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:08,01:08 - 01:09,,,,01:08,01:08 - 01:09,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
