OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:00,A little bit more down.,en,SPEAKER_01,00:00,00:00 - 00:00,A little bit more down.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:00,00:00 - 00:02,,,,00:00,00:00 - 00:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:02,00:02 - 00:04,Is the room quiet and the window is shut?,en,SPEAKER_02,00:02,00:02 - 00:04,Is the room quiet without distraction?,en,Speaker 3 Parent,No difference,00:00:00,3,TRUE,FALSE,TRUE
00:04,00:04 - 00:05,Or is your computer calling?,en,SPEAKER_02,00:04,00:04 - 00:05,Or is your computer connected?,en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:05,00:05 - 00:06,,,,00:05,00:05 - 00:06,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:06,00:06 - 00:07,Next to the internet,en,SPEAKER_02,00:06,00:06 - 00:07,Next to the internet,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:07,00:07 - 00:08,,,,00:07,00:07 - 00:08,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:08,00:08 - 00:09,I'll do such a good volume.,en,SPEAKER_02,00:08,00:08 - 00:09,I'll do such a good volume.,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:09,00:09 - 00:10,,,,00:09,00:09 - 00:10,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:10,00:10 - 00:12,Using google chrome.,en,SPEAKER_02,00:10,00:10 - 00:12,Using google chrome.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:12,00:12 - 00:12,Yes.,en,SPEAKER_02,00:12,00:12 - 00:12,Yes.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:12,00:12 - 00:13,,,,00:12,00:12 - 00:13,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:13,00:13 - 00:15,"Which i was confused, can you repeat the question?",en,SPEAKER_02,00:13,00:13 - 00:15,"If the child was confused, can you repeat the question?",en,Speaker 3 Parent,No difference,00:00:00,1,TRUE,FALSE,TRUE
00:15,00:15 - 00:18,,,,00:15,00:15 - 00:18,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:18,00:18 - 00:18,No.,en,SPEAKER_02,00:18,00:18 - 00:18,No.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:18,00:18 - 00:20,,,,00:18,00:18 - 00:20,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:20,00:20 - 00:22,"Tested can encourage them to guess, yes?",en,SPEAKER_02,00:20,00:20 - 00:22,"Can you encourage them to guess, yes?",en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:22,00:22 - 00:23,,,,00:22,00:22 - 00:23,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:23,00:23 - 00:25,"These wrong, can you correct them?",en,SPEAKER_02,00:23,00:23 - 00:25,"Is wrong, can you correct them?",en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:25,00:25 - 00:28,,,,00:25,00:25 - 00:28,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:28,00:28 - 00:28,謝謝,zh,SPEAKER_02,00:28,00:28 - 00:28,No,en,Speaker 3 Parent,No difference,00:00:00,3,TRUE,TRUE,TRUE
00:28,00:28 - 00:29,,,,00:28,00:28 - 00:29,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:29,00:29 - 00:33,"Awesome. and then ellie, you get to choose. do you want to start with english or chinese?",en,SPEAKER_01,00:29,00:29 - 00:33,"Awesome. and then ellie, you get to choose. do you want to start with english or chinese?",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:33,00:33 - 00:34,,,,00:33,00:33 - 00:34,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:34,00:34 - 00:36,"Do you want to do english first or chinese first, baby?",en,SPEAKER_01,00:34,00:34 - 00:36,"Do you want to do english first or chinese first, baby?",en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:36,00:36 - 00:39,,,,00:36,00:36 - 00:39,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:39,00:39 - 00:39,English.,en,SPEAKER_01,00:39,00:39 - 00:39,English.,en,Speaker 2 Child,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:39,00:39 - 00:40,English first.,en,SPEAKER_01,00:39,00:39 - 00:40,English first.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:40,00:40 - 00:41,,,,00:40,00:40 - 00:41,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:41,00:41 - 00:41,,en,SPEAKER_01,00:41,00:41 - 00:41,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:41,00:41 - 00:43,You can click begin english test.,en,SPEAKER_01,00:41,00:41 - 00:43,You can click begin english test.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:43,00:43 - 00:44,,,,00:43,00:43 - 00:44,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:44,00:44 - 00:47,And then you'll type v059.,en,SPEAKER_01,00:44,00:44 - 00:47,And then you'll type v059.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:47,00:47 - 00:51,,,,00:47,00:47 - 00:51,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:51,00:51 - 00:52,- 059.,en,SPEAKER_01,00:51,00:51 - 00:52,v059.,en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:52,00:52 - 00:53,- perfect.,en,SPEAKER_01,00:52,00:52 - 00:53,perfect.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:53,00:53 - 00:54,,,,00:53,00:53 - 00:54,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:54,00:54 - 00:56,"All right, and then you can get started, miss ellie.",en,SPEAKER_01,00:54,00:54 - 00:56,"All right, and then you can get started, miss ellie.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:56,00:56 - 01:01,,,,00:56,00:56 - 01:01,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:01,01:01 - 01:01,Welcome.,en,SPEAKER_05,01:01,01:01 - 01:01,Welcome.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:01,01:01 - 01:02,,,,01:01,01:01 - 01:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:02,01:02 - 01:05,You will hear some sentences and you will find the right picture.,en,SPEAKER_05,01:02,01:02 - 01:05,You will hear some sentences and you will find the right picture.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:05,01:05 - 01:06,,,,01:05,01:05 - 01:06,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:06,01:06 - 01:07,Let's try it out.,en,SPEAKER_05,01:06,01:06 - 01:07,Let's try it out.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:07,01:07 - 01:08,,,,01:07,01:07 - 01:08,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:08,01:08 - 01:09,Are you ready?,en,SPEAKER_05,01:08,01:08 - 01:09,Are you ready?,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:09,01:09 - 01:10,,,,01:09,01:09 - 01:10,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:10,01:10 - 01:12,The picture is on the bed.,en,SPEAKER_05,01:10,01:10 - 01:12,The picture is on the bed.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
