OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:05,所有的小猪都在爬梯子,zh,SPEAKER_02,00:00,00:00 - 00:05,所有的小猪都在爬梯子,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:05,00:05 - 00:11,,,,00:05,00:05 - 00:11,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:11,00:11 - 00:16,所有的女孩都在推箱子,zh,SPEAKER_02,00:11,00:11 - 00:16,所有的女孩都在推箱子,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:16,00:16 - 00:19,,,,00:16,00:16 - 00:19,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:19,00:19 - 00:24,所有的男孩都在玩球,zh,SPEAKER_02,00:19,00:19 - 00:24,所有的男孩都在玩球,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:24,00:24 - 00:29,,,,00:24,00:24 - 00:29,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:29,00:29 - 00:34,有的小朋友在吃蘋果,zh,SPEAKER_02,00:29,00:29 - 00:34,有的小朋友在吃蘋果,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:34,00:34 - 00:40,,,,00:34,00:34 - 00:40,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:40,00:40 - 00:45,有的小狗在啃骨頭,zh,SPEAKER_02,00:40,00:40 - 00:45,有的小狗在啃骨頭,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:45,00:45 - 00:52,,,,00:45,00:45 - 00:52,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:52,00:52 - 00:57,有的動物舉止一面膝,zh,SPEAKER_02,00:52,00:52 - 00:57,有的動物举着一面旗,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:57,00:57 - 01:04,,,,00:57,00:57 - 01:04,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:04,01:04 - 01:09,有的小男孩在吃香蕉,zh,SPEAKER_02,01:04,01:04 - 01:09,有的小男孩在吃香蕉,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:09,01:09 - 01:10,小朋友太棒了,zh,SPEAKER_02,01:09,01:09 - 01:10,小朋友太棒了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:10,01:10 - 01:13,小狗已经得到了一些好吃的,zh,SPEAKER_02,01:10,01:10 - 01:13,小狗已经得到了一些好吃的,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:13,01:13 - 01:15,让我们继续吧,zh,SPEAKER_02,01:13,01:13 - 01:15,让我们继续吧,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:15,01:15 - 01:20,这样小狗就可以得到更多好吃的了,zh,SPEAKER_02,01:15,01:15 - 01:20,这样小狗就可以得到更多好吃的了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:20,01:20 - 01:24,,,,01:20,01:20 - 01:24,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:24,01:24 - 01:29,熊貓被兔子打了,zh,SPEAKER_02,01:24,01:24 - 01:29,熊貓被兔子打了,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:29,01:29 - 01:33,,,,01:29,01:29 - 01:33,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:33,01:33 - 01:38,青蛙被老鼠壓著,zh,SPEAKER_02,01:33,01:33 - 01:38,青蛙被老鼠壓著,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:38,01:38 - 01:43,,,,01:38,01:38 - 01:43,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:43,01:43 - 01:48,烏龜被小貓綁著,zh,SPEAKER_02,01:43,01:43 - 01:48,烏龜被小貓綁著,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:48,01:48 - 01:55,,,,01:48,01:48 - 01:55,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
