OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:01,,,,00:00,00:00 - 00:01,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:01,00:01 - 00:04,小朋友太棒了!小狗已经得到了一些好吃的。,zh,,00:01,00:01 - 00:04,小朋友太棒了!小狗已经得到了一些好吃的。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:04,00:04 - 00:05,,,,00:04,00:04 - 00:05,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:05,00:05 - 00:08,让我们继续吧!这样小狗就可以得到更多好吃的了。,zh,,00:05,00:05 - 00:08,让我们继续吧!这样小狗就可以得到更多好吃的了。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:08,00:08 - 00:10,,,,00:08,00:08 - 00:10,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:10,00:10 - 00:11,谢谢!,zh,,00:10,00:10 - 00:11,嘻嘻,zh,Speaker 2 Child,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:11,00:11 - 00:12,"嗯,谢谢!",zh,,00:11,00:11 - 00:12,"嗯,谢谢!",zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:12,00:12 - 00:15,,,,00:12,00:12 - 00:15,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:15,00:15 - 00:17,熊猫被兔子打了。,zh,,00:15,00:15 - 00:17,熊猫被兔子打了。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:17,00:17 - 00:25,,,,00:17,00:17 - 00:25,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:25,00:25 - 00:27,青蛙被老鼠压着。,zh,,00:25,00:25 - 00:27,青蛙被老鼠压着。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:27,00:27 - 00:31,,,,00:27,00:27 - 00:33,,,,Absolute time difference:,00:00:02,Text difference word count:,FALSE,FALSE,FALSE
00:31,00:31 - 00:33,乌龟被小猫绑着。,zh,,00:33,00:33 - 00:37,乌龟被小猫绑着。,zh,Speaker 1 System,00:02,00:00:02,0,FALSE,FALSE,TRUE
00:33,00:33 - 00:41,,,,00:37,00:37 - 00:43,,,,00:04,00:00:02,0,FALSE,FALSE,FALSE
00:41,00:41 - 00:43,兔子被小熊抱着。,zh,,00:43,00:43 - 00:45,兔子被小熊抱着。,zh,Speaker 1 System,00:02,00:00:00,0,FALSE,FALSE,TRUE
00:43,00:43 - 00:50,,,,00:45,00:45 - 00:53,,,,00:02,00:00:01,0,FALSE,FALSE,FALSE
00:50,00:50 - 00:52,猴子被小猪绑着。,zh,,00:53,00:53 - 00:56,猴子被小猪绑着。,zh,Speaker 1 System,00:03,00:00:01,0,FALSE,FALSE,TRUE
00:52,00:52 - 01:01,,,,00:56,00:56 - 01:01,,,,00:04,00:00:04,0,FALSE,FALSE,FALSE
01:01,01:01 - 01:03,小羊被河马背着。,zh,,01:01,01:01 - 01:03,小羊被河马背着。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:03,01:03 - 01:10,,,,01:03,01:03 - 01:10,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:10,01:10 - 01:12,斑马被老虎压着。,zh,,01:10,01:10 - 01:12,斑马被老虎压着。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:12,01:12 - 01:19,,,,01:12,01:12 - 01:20,,,,Absolute time difference:,00:00:01,Text difference word count:,FALSE,FALSE,FALSE
01:19,01:19 - 01:21,小牛被熊猫推了。,zh,,01:20,01:20 - 01:23,小牛被熊猫推了。,zh,Speaker 1 System,00:01,00:00:01,0,FALSE,FALSE,TRUE
01:21,01:21 - 01:30,,,,01:23,01:23 - 01:35,,,,00:02,00:00:03,0,FALSE,FALSE,FALSE
01:30,01:30 - 01:39,打小羊的松鼠在招手。,zh,,01:35,01:35 - 01:39,打小羊的松鼠在招手。,zh,Speaker 1 System,00:05,00:00:05,0,FALSE,FALSE,TRUE
01:39,01:39 - 01:48,,,,01:39,01:39 - 01:48,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:48,01:48 - 01:50,咬小猪的猴子在咬尾巴。,zh,,01:48,01:48 - 01:50,咬小猪的猴子在摇尾巴。,zh,Speaker 1 System,No difference,00:00:00,0,TRUE,FALSE,TRUE
01:50,01:50 - 02:01,,,,01:50,01:50 - 02:01,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
02:01,02:01 - 02:04,亲奶奶的女孩在看书。,zh,,02:01,02:01 - 02:04,亲奶奶的女孩在看书。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
02:04,02:04 - 02:16,,,,02:04,02:04 - 02:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
02:16,02:16 - 02:19,小猫在舔在招手的小狗。,zh,,02:16,02:16 - 02:19,小猫在舔在招手的小狗。,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
02:19,02:19 - 02:21,,,,02:19,02:19 - 02:28,,,,Absolute time difference:,00:00:07,Text difference word count:,FALSE,FALSE,FALSE
02:21,02:21 - 02:24,小猪在踢摇尾巴的狐狸。,zh,,02:28,02:28 - 02:30,小猪在踢摇尾巴的狐狸。,zh,Speaker 1 System,00:07,00:00:01,0,FALSE,FALSE,TRUE
02:24,02:24 - 02:31,,,,02:30,02:30 - 02:36,,,,00:06,00:00:01,0,FALSE,FALSE,FALSE
02:31,02:31 - 02:34,奶奶推了在看书的女孩。,zh,,02:36,02:36 - 02:34,奶奶推了在看书的女孩。,zh,Speaker 1 System,00:05,00:00:01,0,FALSE,FALSE,TRUE
02:34,02:34 - 02:42,,,,02:34,02:34 - 02:47,,,,Absolute time difference:,00:00:05,Text difference word count:,FALSE,FALSE,FALSE
02:42,02:42 - 02:45,背妹妹的弟弟在画画。,zh,,02:47,02:47 - 02:45,背妹妹的弟弟在画画。,zh,Speaker 1 System,00:05,00:00:01,0,FALSE,FALSE,TRUE
02:45,02:45 - 02:50,,,,02:45,02:45 - 02:59,,,,Absolute time difference:,00:00:09,Text difference word count:,FALSE,FALSE,FALSE
02:50,02:50 - 02:53,小牛背着在画画的鳄鱼。,zh,,02:59,02:59 - 02:53,小牛背着在画画的鳄鱼。,zh,Speaker 1 System,00:09,00:00:03,0,FALSE,FALSE,TRUE
02:53,02:53 - 03:04,,,,02:53,02:53 - 03:04,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
03:04,03:04 - 03:07,你做得太棒了!我们已经完成一半了!,zh,,03:04,03:04 - 03:07,你做得太棒了!我们已经完成一半了!,zh,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
