OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:01,Know the rules and then get started.,en,SPEAKER_02,00:00,00:00 - 00:01,Know the rules and then get started.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:01,00:01 - 00:02,,,,00:01,00:01 - 00:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:02,00:02 - 00:03,Scroll down to begin.,en,SPEAKER_02,00:02,00:02 - 00:03,Scroll down to begin.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:03,00:03 - 00:06,,,,00:03,00:03 - 00:06,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:06,00:06 - 00:07,[blank_audio],en,SPEAKER_07,00:06,00:06 - 00:07,,,,No difference,00:00:00,0,TRUE,FALSE,FALSE
00:07,00:07 - 00:08,,,,00:07,00:07 - 00:08,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:08,00:08 - 00:11,"So can i ask, are you using apple safari?",en,SPEAKER_07,00:08,00:08 - 00:11,"So can i ask, are you using apple safari?",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:11,00:11 - 00:13,,,,00:11,00:11 - 00:13,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:13,00:13 - 00:13,The browser.,en,SPEAKER_07,00:13,00:13 - 00:13,The browser.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:13,00:13 - 00:15,,,,00:13,00:13 - 00:15,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:15,00:15 - 00:18,"Oh yeah, it's america blue.",en,SPEAKER_07,00:15,00:15 - 00:18,"Oh yeah, it's macbook",en,Speaker 3 Parent,No difference,00:00:00,1,TRUE,FALSE,TRUE
00:18,00:18 - 00:20,,,,00:18,00:18 - 00:20,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:20,00:20 - 00:26,"So if you can, you can click the instruction that is in blue.",en,SPEAKER_07,00:20,00:20 - 00:26,"So if you can, you can click the instruction that is in blue.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:26,00:26 - 00:27,,,,00:26,00:26 - 00:27,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:27,00:27 - 00:31,So i'm not sure whether you can see that it's below setup.,en,SPEAKER_07,00:27,00:27 - 00:31,So i'm not sure whether you can see that it's below setup.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:31,00:31 - 00:33,If you can scroll up.,en,SPEAKER_07,00:31,00:31 - 00:33,If you can scroll up.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:33,00:33 - 00:35,,,,00:33,00:33 - 00:35,okay,en,Speaker 3 Parent,No difference,00:00:00,1,TRUE,TRUE,TRUE
00:35,00:35 - 00:37,"Yep, and there's the blue word instruction.",en,SPEAKER_07,00:35,00:35 - 00:37,"Yep, and there's the blue word instruction.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:37,00:37 - 00:38,,,,00:37,00:37 - 00:38,,,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:38,00:38 - 00:39,"Okay, oh yeah, see the structure.",en,SPEAKER_07,00:38,00:38 - 00:39,"Okay, oh yeah, I see, instruction ",en,Speaker 3 Parent,No difference,00:00:00,0,TRUE,FALSE,TRUE
00:39,00:39 - 00:40,,,,00:39,00:39 - 00:40,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:40,00:40 - 00:41,Look at that.,en,SPEAKER_07,00:40,00:40 - 00:41,Click that,en,Speaker 4 Experimenter,No difference,00:00:00,1,TRUE,FALSE,TRUE
00:41,00:41 - 00:42,,,,00:41,00:41 - 00:42,Click it? ,en,Speaker 3 Parent,No difference,00:00:00,2,TRUE,TRUE,TRUE
00:42,00:42 - 00:44,"Yeah, please click that.",en,SPEAKER_07,00:42,00:42 - 00:44,"Yeah, please click that.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:44,00:44 - 00:48,So it will tell you to change a setting on your computer,en,SPEAKER_07,00:44,00:44 - 00:48,So it will tell you to change a setting on your computer,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:48,00:48 - 00:51,So that the task will play automatically.,en,SPEAKER_07,00:48,00:48 - 00:51,So that the task will play automatically.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:51,00:51 - 00:52,,,,00:51,00:51 - 00:52,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:52,00:52 - 00:55,So if you go to the top of your...,en,SPEAKER_07,00:52,00:52 - 00:55,So if you go to the top of your...,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:55,00:55 - 00:56,,,,00:55,00:55 - 00:56,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:56,00:56 - 01:00,"I guess if you're mac window, yeah, and if you click safari.",en,SPEAKER_07,00:56,00:56 - 01:00,"I guess if you're mac window, yeah, and if you click safari.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:00,01:00 - 01:01,,,,01:00,01:00 - 01:01,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:01,01:01 - 01:03,And setting on this website.,en,SPEAKER_07,01:01,01:01 - 01:03,And setting on this website.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:03,01:03 - 01:04,,,,01:03,01:03 - 01:04,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:04,01:04 - 01:05,Okay.,en,SPEAKER_07,01:04,01:04 - 01:05,Okay.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:05,01:05 - 01:08,网站的设置应该是,zh,SPEAKER_07,01:05,01:05 - 01:10,网站的设置应该是,zh,Speaker 4 Experimenter,No difference,00:00:02,0,FALSE,FALSE,TRUE
01:08,01:08 - 01:10,,,,01:10,01:10 - 01:11,网站的设置,zh,Speaker 3 Parent,00:02,00:00:01,5,TRUE,TRUE,TRUE
01:10,01:10 - 01:12,网站的设置,zh,SPEAKER_07,01:11,01:11 - 01:12,网站的设置,zh,Speaker 4 Experimenter,00:01,00:00:01,0,FALSE,FALSE,TRUE
01:12,01:12 - 01:14,再下面一个再下面,zh,SPEAKER_07,01:12,01:12 - 01:14,再下面一个再下面一个,zh,Speaker 4 Experimenter,No difference,00:00:00,2,TRUE,FALSE,TRUE
01:14,01:14 - 01:16,,,,01:14,01:14 - 01:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:16,01:16 - 01:17,然後,zh,SPEAKER_07,01:16,01:16 - 01:17,然後,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:17,01:17 - 01:18,,,,01:17,01:17 - 01:18,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:18,01:18 - 01:20,自动播放这里,zh,SPEAKER_07,01:18,01:18 - 01:20,自动播放这里,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:20,01:20 - 01:24,对请您在自动播放右边这里停止播放喊声音的媒体,zh,SPEAKER_07,01:20,01:20 - 01:24,对请您在自动播放右边这里停止播放含声音的媒体,zh,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
01:24,01:24 - 01:25,请您点一下这个,zh,SPEAKER_07,01:24,01:24 - 01:27,请您点一下这个,zh,Speaker 4 Experimenter,No difference,00:00:02,0,FALSE,FALSE,TRUE
01:25,01:25 - 01:29,,,,01:27,01:27 - 01:29,停止播放含声音的媒体,zh,Speaker 4 Experimenter,00:02,00:00:02,10,TRUE,TRUE,TRUE
01:29,01:29 - 01:31,好的 請點一下,zh,SPEAKER_07,01:29,01:29 - 01:31,啊对 請點一下,zh,Speaker 4 Experimenter,No difference,00:00:00,0,TRUE,FALSE,TRUE
01:31,01:31 - 01:32,,,,01:31,01:31 - 01:32,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:32,01:32 - 01:34,然后允许全部自动播放,zh,SPEAKER_07,01:32,01:32 - 01:35,然后允许全部自动播放,zh,Speaker 4 Experimenter,No difference,00:00:01,0,FALSE,FALSE,TRUE
01:34,01:34 - 01:36,,,,01:35,01:35 - 01:36,ok,en,Speaker 3 Parent,00:01,00:00:01,1,TRUE,TRUE,TRUE
01:36,01:36 - 01:37,好的就可以了,zh,SPEAKER_07,01:36,01:36 - 01:37,好的就可以了,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:37,01:37 - 01:40,,,,01:37,01:37 - 01:40,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:40,01:40 - 01:41,Then you can close this window.,en,SPEAKER_07,01:40,01:40 - 01:41,"Alright, then you can close this window.",en,Speaker 4 Experimenter,No difference,00:00:00,1,TRUE,FALSE,TRUE
01:41,01:41 - 01:42,,,,01:41,01:41 - 01:42,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
