OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:02,"Answer, you can encourage them to take a guess.",en,SPEAKER_00,00:00,00:00 - 00:02,"Answer, you can encourage them to take a guess.",en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:02,00:02 - 00:03,,,,00:02,00:02 - 00:03,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:03,00:03 - 00:08,"If your child is close to finishing, you can say, ""just a few more. let's keep going.""",en,SPEAKER_00,00:03,00:03 - 00:08,"If your child is close to finishing, you can say, ""just a few more. let's keep going.""",en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:08,00:08 - 00:09,,,,00:08,00:08 - 00:09,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:09,00:09 - 00:12,Now we are going to check that you know the rules and then get started.,en,SPEAKER_00,00:09,00:09 - 00:12,Now we are going to check that you know the rules and then get started.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:12,00:12 - 00:13,,,,00:12,00:12 - 00:13,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:13,00:13 - 00:14,Scroll down to begin.,en,SPEAKER_00,00:13,00:13 - 00:14,Scroll down to begin.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:14,00:14 - 00:16,,,,00:14,00:14 - 00:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:16,00:16 - 00:20,然後請您往鄉下滑,zh,SPEAKER_01,00:16,00:16 - 00:20,然后请您可以将 然後請您往 向下滑,zh,Speaker 4 Experimenter,No difference,00:00:00,7,TRUE,FALSE,TRUE
00:20,00:20 - 00:27,,,,00:20,00:20 - 00:27,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:27,00:27 - 00:30,然後有一些問題可以請爸爸來回答一下,zh,SPEAKER_01,00:27,00:27 - 00:30,然後有一些問題可以請爸爸來回答一下,zh,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
