OnsetTime1,TimeStamp1,Text1,Language1,Speaker1,OnesetTime2,TimeStamp2,Text2,Language2,Speaker2,Absolute_onset_time_difference,TimeStamp_difference,Text_difference_word_count,text_difference,language_difference,Speaker_difference
00:00,00:00 - 00:02,You can encourage them to take a guess.,en,SPEAKER_02,00:00,00:00 - 00:02,You can encourage them to take a guess.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:02,00:02 - 00:03,,,,00:02,00:02 - 00:03,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:03,00:03 - 00:04,If your child is close to finishing.,en,SPEAKER_02,00:03,00:03 - 00:04,If your child is close to finishing.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:04,00:04 - 00:05,,,,00:04,00:04 - 00:05,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:05,00:05 - 00:07,"You can say, ""just a few more."" let's keep going!",en,SPEAKER_02,00:05,00:05 - 00:07,"You can say, ""just a few more."" let's keep going!",en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:07,00:07 - 00:08,,,,00:07,00:07 - 00:08,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:08,00:08 - 00:12,Now we are going to check that you know the rules and then get started.,en,SPEAKER_02,00:08,00:08 - 00:12,Now we are going to check that you know the rules and then get started.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:12,00:12 - 00:13,,,,00:12,00:12 - 00:13,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:13,00:13 - 00:14,Scroll down to begin.,en,SPEAKER_02,00:13,00:13 - 00:14,Scroll down to begin.,en,Speaker 1 System,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:14,00:14 - 00:18,,,,00:14,00:14 - 00:18,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:18,00:18 - 00:23,So now you can scroll down and it'll ask a few questions,en,SPEAKER_02,00:18,00:18 - 00:23,So now you can scroll down and it'll ask a few questions,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:23,00:23 - 00:24,Before you can start the game.,en,SPEAKER_02,00:23,00:23 - 00:24,Before you can start the game.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:24,00:24 - 00:28,,,,00:24,00:24 - 00:28,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:28,00:28 - 00:29,There you go.,en,SPEAKER_02,00:28,00:28 - 00:29,There you go.,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:29,00:29 - 00:30,,,,00:29,00:29 - 00:30,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:30,00:30 - 00:32,"All right, well, it's so tiny.",en,SPEAKER_03,00:30,00:30 - 00:32,"All right, well, it's so tiny.",en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:32,00:32 - 00:34,,,,00:32,00:32 - 00:34,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:34,00:34 - 00:37,Should i wait for her or should we?,en,SPEAKER_03,00:34,00:34 - 00:37,Should i wait for her or should we?,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:37,00:37 - 00:38,,,,00:37,00:37 - 00:38,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
00:38,00:38 - 00:39,"Yeah, you can answer this part.",en,SPEAKER_03,00:38,00:38 - 00:39,"Yeah, you can answer this part.",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:39,00:39 - 00:40,"Oh, okay.",en,SPEAKER_03,00:39,00:39 - 00:40,"Oh, okay.",en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
00:40,00:40 - 01:02,,,,00:40,00:40 - 01:02,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:02,01:02 - 01:03,I can't repeat the question.,en,SPEAKER_00,01:02,01:02 - 01:03,I can't repeat the question.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:03,01:03 - 01:04,,,,01:03,01:03 - 01:04,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:04,01:04 - 01:04,For you.,en,SPEAKER_00,01:04,01:04 - 01:04,For you.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:04,01:04 - 01:16,,,,01:04,01:04 - 01:16,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:16,01:16 - 01:16,- perfect.,en,SPEAKER_02,01:16,01:16 - 01:16,- perfect.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:16,01:16 - 01:17,,,,01:16,01:16 - 01:17,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:17,01:17 - 01:18,"And then nicole, which language,",en,SPEAKER_02,01:17,01:17 - 01:18,"And then nicole, which language,",en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:18,01:18 - 01:20,Do you wanna start with english or chinese?,en,SPEAKER_02,01:18,01:18 - 01:20,Do you wanna start with english or chinese?,en,Speaker 4 Experimenter,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:20,01:20 - 01:21,,,,01:20,01:20 - 01:21,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:21,01:21 - 01:22,Start with english or chinese.,en,SPEAKER_03,01:21,01:21 - 01:22,Start with english or chinese.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:22,01:22 - 01:23,,,,01:22,01:22 - 01:23,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:23,01:23 - 01:23,There's two games.,en,SPEAKER_03,01:23,01:23 - 01:23,There's two games.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:23,01:23 - 01:24,,,,01:23,01:23 - 01:24,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:24,01:24 - 01:26,In english and chinese.,en,SPEAKER_03,01:24,01:24 - 01:26,In english and chinese.,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
01:26,01:26 - 01:27,,,,01:26,01:26 - 01:27,,,,Absolute time difference:,00:00:00,Text difference word count:,FALSE,FALSE,FALSE
01:27,01:27 - 01:28,You want to try which one first?,en,SPEAKER_03,01:27,01:27 - 01:28,You want to try which one first?,en,Speaker 3 Parent,No difference,00:00:00,0,FALSE,FALSE,TRUE
